RULE ID,SECURITY GROUP NAME,FROM PORT,TO PORT,PROTOCOL,TO SECURITY GROUP,FROM TYPE,DESCRIPTION,DIRECTION,Notes
285,dmz_RHEL_Instances,8081,8081,tcp,Mgt_ToolingALB-06,Group,dmz_RHEL_Instances to Mgt_ToolingALB-06,Traversal,
286,dmz_Windows_Instances,53,53,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
287,dmz_Windows_Instances,88,88,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
288,dmz_Windows_Instances,135,135,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
289,dmz_Windows_Instances,389,389,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
290,dmz_Windows_Instances,445,445,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
291,dmz_Windows_Instances,464,464,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
292,dmz_Windows_Instances,636,636,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
293,dmz_Windows_Instances,1024,65535,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
294,dmz_Windows_Instances,3268,3269,tcp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
295,dmz_Windows_Instances,53,53,udp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
296,dmz_Windows_Instances,88,88,udp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
297,dmz_Windows_Instances,123,123,udp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
298,dmz_Windows_Instances,138,138,udp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
299,dmz_Windows_Instances,389,389,udp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Egress,
300,dmz_Windows_Instances,445,445,udp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
301,dmz_Windows_Instances,464,464,udp,Active Directory,Group,dmz_Windows_Instances to Active Directory,Traversal,
302,dmz_Windows_Instances,443,443,tcp,dmz_Private_Link,Group,dmz_Windows_Instances to dmz_Private_Link,Traversal,
303,dmz_Windows_Instances,4122,4122,tcp,Mgt_Trend,Group,dmz_Windows_Instances to Mgt_Trend,Traversal,
304,dmz_Windows_Instances,80,80,tcp,Mgt_ToolingALB-06,Group,dmz_Windows_Instances to Mgt_ToolingALB-06,Traversal,
305,Mgt_ToolingALB-06,81,81,tcp,Mgt_YumRepo,Group,Mgt_ToolingALB-06 to Mgt_YumRepo,Traversal,
306,dmz_Windows_Instances,443,443,tcp,Mgt_EnterpriseALB-05,Group,dmz_Windows_Instances to Mgt_EnterpriseALB-05,Traversal,
307,dmz_Windows_Instances,8081,8081,tcp,Mgt_ToolingALB-06,Group,dmz_Windows_Instances to Mgt_ToolingALB-06,Traversal,
308,dmz_S2SVPN,443,443,tcp,dmz_WafALB-09,Group,dmz_S2SVPN to dmz_WafALB-09,Traversal,
309,dmz_WafALB-09,443,443,tcp,dmz_WAF,Group,dmz_WafALB-09 to dmz_WAF,Traversal,
310,AppD_WAFALB-11,443,443,tcp,AppD_WAF,Group,AppD_WAFALB-11 to AppD_WAF,Traversal,
311,dmz_S2SVPN,8000,8199,tcp,dmz_AFTS,Group,dmz_S2SVPN to dmz_AFTS,Traversal,
312,dmz_S2SVPN,443,443,tcp,192.168.24.0/24,CIDR,dmz_S2SVPN to 192.168.24.0/24,Egress,
313,dmz_S2SVPN,443,443,tcp,51.231.0.0/16,CIDR,dmz_S2SVPN to 51.231.0.0/16,Egress,
314,dmz_S2SVPN,443,443,tcp,10.196.0.0/16,CIDR,dmz_S2SVPN to 10.196.0.0/16,Egress,
315,dmz_S2SVPN,443,443,tcp,10.8.128.0/20,CIDR,dmz_S2SVPN to 10.8.128.0/20,Egress,
316,dmz_S2SVPN,443,443,tcp,10.8.0.0/20,CIDR,dmz_S2SVPN to 10.8.0.0/20,Egress,
317,dmz_RHEL_Instances,4122,4122,tcp,Mgt_Trend,Group,dmz_RHEL_Instances to Mgt_Trend,Traversal,
318,AppD_RHEL_Instances,4122,4122,tcp,Mgt_Trend,Group,AppD_RHEL_Instances to Mgt_Trend,Traversal,
319,Mgt_Proxy,443,443,tcp,0.0.0.0/0,CIDR,Mgt_Proxy to 0.0.0.0/0,Egress,
320,Mgt_Proxy,80,80,tcp,0.0.0.0/0,CIDR,Mgt_Proxy to 0.0.0.0/0,Egress,
321,Mgt_EnterpriseALB-05,5044,5044,tcp,Mgt_Logstash,Group,Mgt_EnterpriseALB-05 to Mgt_Logstash,Traversal,
322,Mgt_RDSH,8081,8081,tcp,Mgt_ToolingALB-06,Group,Mgt_RDSH to Mgt_ToolingALB-06,Traversal,
323,Mgt_Windows_Instances,5040,5060,tcp,Mgt_Logstash,Group,Mgt_Windows_Instances to Mgt_Logstash,Traversal,(Logstash)
324,AppD_Windows_Instances,5040,5060,tcp,Mgt_Logstash,Group,AppD_Windows_Instances to Mgt_Logstash,Traversal,(Logstash)
325,dmz_Windows_Instances,5040,5060,tcp,Mgt_Logstash,Group,dmz_Windows_Instances to Mgt_Logstash,Traversal,(Logstash)
326,Mgt_RHEL_Instances,5040,5060,tcp,Mgt_Logstash,Group,Mgt_RHEL_Instances to Mgt_Logstash,Traversal,(Logstash)
327,AppD_RHEL_Instances,5040,5060,tcp,Mgt_Logstash,Group,AppD_RHEL_Instances to Mgt_Logstash,Traversal,(Logstash)
328,dmz_RHEL_Instances,5040,5060,tcp,Mgt_Logstash,Group,dmz_RHEL_Instances to Mgt_Logstash,Traversal,(Logstash)
329,Mgt_RevProxy,5555,5555,tcp,Mgt_EnterpriseALB-05,Group,Mgt_RevProxy to Mgt_EnterpriseALB-05,Traversal,
331,dmz_Proxy,443,443,tcp,0.0.0.0/0,CIDR,dmz_Proxy to 0.0.0.0/0,Egress,
332,dmz_Proxy,80,80,tcp,0.0.0.0/0,CIDR,dmz_Proxy to 0.0.0.0/0,Egress,
333,Mgt_BndrySvcALB-16,443,443,tcp,Mgt_RDGW,Group,Mgt_BndrySvcALB-16 to Mgt_RDGW,Egress,
334,dmz_S2SVPN,10021,10021,tcp,dmz-BizXferNLB-13,LB_A,dmz_S2SVPN to dmz-BizXferNLB-13,Egress,(Business Transfer)
335,dmz_S2SVPN,10021,10021,tcp,dmz-BizXferNLB-13,LB_B,dmz_S2SVPN to dmz-BizXferNLB-13,Egress,(Business Transfer)
336,dmz_S2SVPN,10021,10021,tcp,dmz-BizXferNLB-13,LB_C,dmz_S2SVPN to dmz-BizXferNLB-13,Egress,(Business Transfer)
337,AppD_needs_internet,3128,3128,tcp,dmz-ProxyNLB-08,LB_A,AppD_needs_internet to dmz-ProxyNLB-08,Egress,(Business Proxy)
338,AppD_needs_internet,3128,3128,tcp,dmz-ProxyNLB-08,LB_B,AppD_needs_internet to dmz-ProxyNLB-08,Egress,(Business Proxy)
339,AppD_needs_internet,3128,3128,tcp,dmz-ProxyNLB-08,LB_C,AppD_needs_internet to dmz-ProxyNLB-08,Egress,(Business Proxy)
340,dmz_needs_internet,3128,3128,tcp,dmz-ProxyNLB-08,LB_A,dmz_needs_internet to dmz-ProxyNLB-08,Egress,(Business Proxy)
341,dmz_needs_internet,3128,3128,tcp,dmz-ProxyNLB-08,LB_B,dmz_needs_internet to dmz-ProxyNLB-08,Egress,(Business Proxy)
342,dmz_needs_internet,3128,3128,tcp,dmz-ProxyNLB-08,LB_C,dmz_needs_internet to dmz-ProxyNLB-08,Egress,(Business Proxy)
343,AppD_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_A,AppD_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
344,AppD_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_B,AppD_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
345,AppD_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_C,AppD_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
346,dmz_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_A,dmz_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
347,dmz_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_B,dmz_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
348,dmz_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_C,dmz_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
349,Mgt_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_A,Mgt_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
350,Mgt_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_B,Mgt_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
351,Mgt_needs_internet,3128,3128,tcp,mgmt-ProxyNLB-02,LB_C,Mgt_needs_internet to mgmt-ProxyNLB-02,Egress,(MGT Proxy)
352,Mgt_C2SVPN,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,Mgt_C2SVPN to mgmt-BndrySvcNLB-03,Ingress,(Mgt_FTS)
353,Mgt_C2SVPN,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,Mgt_C2SVPN to mgmt-BndrySvcNLB-03,Ingress,(Mgt_FTS)
354,Mgt_C2SVPN,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,Mgt_C2SVPN to mgmt-BndrySvcNLB-03,Ingress,(Mgt_FTS)
355,Mgt_C2SVPN,22,22,tcp,mgmt-BndrySvcNLB-03,LB_A,Mgt_C2SVPN to mgmt-BndrySvcNLB-03,Egress,(Mgt_JumpSvr)
356,Mgt_C2SVPN,22,22,tcp,mgmt-BndrySvcNLB-03,LB_B,Mgt_C2SVPN to mgmt-BndrySvcNLB-03,Egress,(Mgt_JumpSvr)
357,Mgt_C2SVPN,22,22,tcp,mgmt-BndrySvcNLB-03,LB_C,Mgt_C2SVPN to mgmt-BndrySvcNLB-03,Egress,(Mgt_JumpSvr)
358,Mgt_S2SVPN,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,Mgt_S2SVPN to mgmt-BndrySvcNLB-03,Ingress,(Mgt_FTS)
359,Mgt_S2SVPN,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,Mgt_S2SVPN to mgmt-BndrySvcNLB-03,Ingress,(Mgt_FTS)
360,Mgt_S2SVPN,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,Mgt_S2SVPN to mgmt-BndrySvcNLB-03,Ingress,(Mgt_FTS)
361,Mgt_S2SVPN,22,22,tcp,mgmt-BndrySvcNLB-03,LB_A,Mgt_S2SVPN to mgmt-BndrySvcNLB-03,Egress,(Mgt_JumpSvr)
362,Mgt_S2SVPN,22,22,tcp,mgmt-BndrySvcNLB-03,LB_B,Mgt_S2SVPN to mgmt-BndrySvcNLB-03,Egress,(Mgt_JumpSvr)
363,Mgt_S2SVPN,22,22,tcp,mgmt-BndrySvcNLB-03,LB_C,Mgt_S2SVPN to mgmt-BndrySvcNLB-03,Egress,(Mgt_JumpSvr)
364,Mgt_Logstash,9200,9400,tcp,Mgt_Kibana,Group,Mgt_Logstash to Mgt_Kibana,Egress,
365,AppD_Private_Link,0,65535,tcp,127.0.0.1/32,CIDR,AppD_Private_Link to 127.0.0.1/32,Egress,to itself
366,Mgt_FTS,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_FTS to 127.0.0.1/32,Egress,to itself
367,Mgt_MySQL,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_MySQL to 127.0.0.1/32,Egress,to itself
368,Mgt_PostgreSQL,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_PostgreSQL to 127.0.0.1/32,Egress,to itself
369,Mgt_Private_Link,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_Private_Link to 127.0.0.1/32,Egress,to itself
370,Mgt_RDLic,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_RDLic to 127.0.0.1/32,Egress,to itself
371,Mgt_Scout,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_Scout to 127.0.0.1/32,Egress,to itself
372,Mgt_TenableScanners,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_TenableScanners to 127.0.0.1/32,Egress,to itself
373,Mgt_Trend,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_Trend to 127.0.0.1/32,Egress,to itself
374,Mgt_YumRepo,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_YumRepo to 127.0.0.1/32,Egress,to itself
375,dmz_AFTS,10021,10021,tcp,192.168.24.234/32,CIDR,dmz_AFTS to 192.168.24.234/32,Egress
376,Mgt_Kibana,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_Kibana to 127.0.0.1/32,Egress,to itself
377,Mgt_RDSH,3389,3389,tcp,dmz_Windows_Instances,Group,Mgt_RDSH to dmz_Windows_Instances,Traversal,
378,Mgt_RDSH,3389,3389,tcp,Mgt_Windows_Instances,Group,Mgt_RDSH to Mgt_Windows_Instances,Traversal,
379,Mgt_RDSH,3389,3389,tcp,AppD_Windows_Instances,Group,Mgt_RDSH to AppD_Windows_Instances,Traversal,
380,Mgt_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,Mgt_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
381,Mgt_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,Mgt_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
382,Mgt_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,Mgt_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
383,AppD_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,AppD_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
384,AppD_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,AppD_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
385,AppD_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,AppD_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
386,dmz_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,dmz_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
387,dmz_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,dmz_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
388,dmz_Windows_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,dmz_Windows_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
389,Mgt_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,Mgt_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
390,Mgt_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,Mgt_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
391,Mgt_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,Mgt_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
392,AppD_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,AppD_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
393,AppD_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,AppD_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
394,AppD_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,AppD_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
395,dmz_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_A,dmz_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
396,dmz_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_B,dmz_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
397,dmz_RHEL_Instances,2222,2222,tcp,mgmt-BndrySvcNLB-03,LB_C,dmz_RHEL_Instances to mgmt-BndrySvcNLB-03,Traversal,(AFTS)
398,Mgt_RHEL_Instances,81,81,tcp,Mgt_ToolingALB-06,Group,Mgt_RHEL_Instances to Mgt_ToolingALB-06,Traversal,
399,AppD_RHEL_Instances,81,81,tcp,Mgt_ToolingALB-06,Group,AppD_RHEL_Instances to Mgt_ToolingALB-06,Traversal,
400,dmz_RHEL_Instances,81,81,tcp,Mgt_ToolingALB-06,Group,dmz_RHEL_Instances to Mgt_ToolingALB-06,Traversal,
401,dmz_S2SVPN,4500,4500,udp,192.168.223.34/32,CIDR,dmz_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
402,dmz_S2SVPN,500,500,udp,192.168.223.34/32,CIDR,dmz_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
403,dmz_S2SVPN,4500,4500,udp,10.8.0.234/32,CIDR,dmz_S2SVPN to 10.8.0.234/32,Egress,(SG DNS)
404,dmz_S2SVPN,500,500,udp,10.8.0.234/32,CIDR,dmz_S2SVPN to 10.8.0.234/32,Egress,(SG DNS)
405,dmz_S2SVPN,4500,4500,udp,10.8.0.243/32,CIDR,dmz_S2SVPN to 10.8.0.243/32,Egress,(SG DNS)
406,dmz_S2SVPN,500,500,udp,10.8.0.243/32,CIDR,dmz_S2SVPN to 10.8.0.243/32,Egress,(SG DNS)
407,dmz_S2SVPN,4500,4500,udp,10.8.128.109/32,CIDR,dmz_S2SVPN to 10.8.128.109/32,Egress,(SG DNS)
408,dmz_S2SVPN,500,500,udp,10.8.128.109/32,CIDR,dmz_S2SVPN to 10.8.128.109/32,Egress,(SG DNS)
409,dmz_S2SVPN,4500,4500,udp,10.8.128.108/32,CIDR,dmz_S2SVPN to 10.8.128.108/32,Egress,(SG DNS)
410,dmz_S2SVPN,500,500,udp,10.8.128.108/32,CIDR,dmz_S2SVPN to 10.8.128.108/32,Egress,(SG DNS)
411,dmz_S2SVPN,4500,4500,udp,10.18.128.92/32,CIDR,dmz_S2SVPN to 10.18.128.92/32,Egress,(SG DNS)
412,dmz_S2SVPN,500,500,udp,10.18.128.92/32,CIDR,dmz_S2SVPN to 10.18.128.92/32,Egress,(SG DNS)
413,dmz_S2SVPN,4500,4500,udp,10.10.100.64/32,CIDR,dmz_S2SVPN to 10.10.100.64/32,Egress,(SG DNS)
414,dmz_S2SVPN,500,500,udp,10.10.100.64/32,CIDR,dmz_S2SVPN to 10.10.100.64/32,Egress,(SG DNS)
415,dmz_S2SVPN,0,65535,51,192.168.223.26/32,CIDR,dmz_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
416,dmz_S2SVPN,0,65535,50,192.168.223.26/32,CIDR,dmz_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
417,dmz_S2SVPN,0,65535,51,192.168.223.34/32,CIDR,dmz_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
418,dmz_S2SVPN,0,65535,50,192.168.223.34/32,CIDR,dmz_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
419,dmz_S2SVPN,4500,4500,udp,192.168.223.26/32,CIDR,dmz_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
420,dmz_S2SVPN,500,500,udp,192.168.223.26/32,CIDR,dmz_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
421,Mgt_S2SVPN,4500,4500,udp,192.168.223.34/32,CIDR,Mgt_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
422,Mgt_S2SVPN,500,500,udp,192.168.223.34/32,CIDR,Mgt_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
423,Mgt_S2SVPN,4500,4500,udp,10.8.0.234/32,CIDR,Mgt_S2SVPN to 10.8.0.234/32,Egress,(SG DNS)
424,Mgt_S2SVPN,500,500,udp,10.8.0.234/32,CIDR,Mgt_S2SVPN to 10.8.0.234/32,Egress,(SG DNS)
425,Mgt_S2SVPN,4500,4500,udp,10.8.0.243/32,CIDR,Mgt_S2SVPN to 10.8.0.243/32,Egress,(SG DNS)
426,Mgt_S2SVPN,500,500,udp,10.8.0.243/32,CIDR,Mgt_S2SVPN to 10.8.0.243/32,Egress,(SG DNS)
427,Mgt_S2SVPN,4500,4500,udp,10.8.128.109/32,CIDR,Mgt_S2SVPN to 10.8.128.109/32,Egress,(SG DNS)
428,Mgt_S2SVPN,500,500,udp,10.8.128.109/32,CIDR,Mgt_S2SVPN to 10.8.128.109/32,Egress,(SG DNS)
429,Mgt_S2SVPN,4500,4500,udp,10.8.128.108/32,CIDR,Mgt_S2SVPN to 10.8.128.108/32,Egress,(SG DNS)
430,Mgt_S2SVPN,500,500,udp,10.8.128.108/32,CIDR,Mgt_S2SVPN to 10.8.128.108/32,Egress,(SG DNS)
431,Mgt_S2SVPN,4500,4500,udp,10.18.128.92/32,CIDR,Mgt_S2SVPN to 10.18.128.92/32,Egress,(SG DNS)
432,Mgt_S2SVPN,500,500,udp,10.18.128.92/32,CIDR,Mgt_S2SVPN to 10.18.128.92/32,Egress,(SG DNS)
433,Mgt_S2SVPN,4500,4500,udp,10.10.100.64/32,CIDR,Mgt_S2SVPN to 10.10.100.64/32,Egress,(SG DNS)
434,Mgt_S2SVPN,500,500,udp,10.10.100.64/32,CIDR,Mgt_S2SVPN to 10.10.100.64/32,Egress,(SG DNS)
435,Mgt_S2SVPN,0,65535,51,192.168.223.26/32,CIDR,Mgt_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
436,Mgt_S2SVPN,0,65535,50,192.168.223.26/32,CIDR,Mgt_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
437,Mgt_S2SVPN,0,65535,51,192.168.223.34/32,CIDR,Mgt_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
438,Mgt_S2SVPN,0,65535,50,192.168.223.34/32,CIDR,Mgt_S2SVPN to 192.168.223.34/32,Egress,(SG DNS)
439,Mgt_S2SVPN,4500,4500,udp,192.168.223.26/32,CIDR,Mgt_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
440,Mgt_S2SVPN,500,500,udp,192.168.223.26/32,CIDR,Mgt_S2SVPN to 192.168.223.26/32,Egress,(SG DNS)
441,Mgt_Logstash,5601,5601,tcp,Mgt_EnterpriseALB-05,Group,Mgt_Logstash to Mgt_EnterpriseALB-05,Egress,
442,MGMTTemp,0,65535,tcp,MGMTTemp,Group,MGMTTemp to MGMTTemp,Egress,
443,MGMTTemp,0,65535,tcp,DMZTemp,Group,MGMTTemp to DMZTemp,Egress,
444,MGMTTemp,0,65535,tcp,APPDATATemp,Group,MGMTTemp to APPDATATemp,Egress,
445,DMZTemp,0,65535,tcp,MGMTTemp,Group,DMZTemp to MGMTTemp,Egress,
446,DMZTemp,0,65535,tcp,DMZTemp,Group,DMZTemp to DMZTemp,Egress,
447,DMZTemp,0,65535,tcp,APPDATATemp,Group,DMZTemp to APPDATATemp,Egress,
448,APPDATATemp,0,65535,tcp,MGMTTemp,Group,APPDATATemp to MGMTTemp,Egress,
449,APPDATATemp,0,65535,tcp,DMZTemp,Group,APPDATATemp to DMZTemp,Egress,
450,APPDATATemp,0,65535,tcp,APPDATATemp,Group,APPDATATemp to APPDATATemp,Egress,
451,APPDATATemp,81,81,tcp,Mgt_ToolingALB-06,Group,APPDATATemp to Mgt_ToolingALB-06,Traversal,
452,DMZTemp,81,81,tcp,Mgt_ToolingALB-06,Group,DMZTemp to Mgt_ToolingALB-06,Traversal,
453,MGMTTemp,81,81,tcp,Mgt_ToolingALB-06,Group,MGMTTemp to Mgt_ToolingALB-06,Traversal,
454,Mgt_AWX,5985,5986,tcp,Mgt_RHEL_Instances,Group,Mgt_AWX to Mgt_RHEL_Instances,Traversal,
455,Mgt_AWX,5985,5986,tcp,dmz_RHEL_Instances,Group,Mgt_AWX to dmz_RHEL_Instances,Traversal,
456,Mgt_AWX,5985,5986,tcp,AppD_RHEL_Instances,Group,Mgt_AWX to AppD_RHEL_Instances,Traversal,
457,MGMTTemp,3306,3306,tcp,Mgt_MySQL,Group,MGMTTemp to Mgt_MySQL,Traversal,
458,DMZTemp,3306,3306,tcp,Mgt_MySQL,Group,DMZTemp to Mgt_MySQL,Traversal,
459,APPDATATemp,3306,3306,tcp,Mgt_MySQL,Group,APPDATATemp to Mgt_MySQL,Traversal,
460,MGMTTemp,5432,5432,tcp,Mgt_PostgreSQL,Group,MGMTTemp to Mgt_PostgreSQL,Traversal,
461,DMZTemp,5432,5432,tcp,Mgt_PostgreSQL,Group,DMZTemp to Mgt_PostgreSQL,Traversal,
462,APPDATATemp,5432,5432,tcp,Mgt_PostgreSQL,Group,APPDATATemp to Mgt_PostgreSQL,Traversal,
500,Mgt_AWX,80,80,tcp,0.0.0.0/0,CIDR,Mgt_AWX to 0.0.0.0/0,Traversal,Github
501,Mgt_AWX,443,443,tcp,0.0.0.0/0,CIDR,Mgt_AWX to 0.0.0.0/0,Traversal,Github
502,Mgt_AWX,22,22,tcp,0.0.0.0/0,CIDR,Mgt_AWX to 0.0.0.0/0,Traversal,Github
503,Mgt_AWX,3128,3128,tcp,Mgt_Proxy,Group,Mgt_AWX to Mgt_Proxy,Traversal,
504,Dmz_Private_Link,0,65535,tcp,127.0.0.1/32,CIDR,Dmz_Private_Link to 127.0.0.1/32,Traversal,to itself
505,Mgt_Artifactory,0,65535,tcp,127.0.0.1/32,CIDR,Mgt_Artifactory to 127.0.0.1/32,Traversal,to itself
506,Mgt_C2SVPN,3389,3389,tcp,APPDATATemp,Group,Mgt_C2SVPN to APPDATATemp,Traversal,
507,Mgt_C2SVPN,3389,3389,tcp,DMZTemp,Group,Mgt_C2SVPN to DMZTemp,Traversal,
508,Mgt_C2SVPN,3389,3389,tcp,MGMTTemp,Group,Mgt_C2SVPN to MGMTTemp,Traversal,
509,Mgt_C2SVPN,3389,3389,udp,APPDATATemp,Group,Mgt_C2SVPN to APPDATATemp,Traversal,
510,Mgt_C2SVPN,3389,3389,udp,DMZTemp,Group,Mgt_C2SVPN to DMZTemp,Traversal,
511,Mgt_C2SVPN,3389,3389,udp,MGMTTemp,Group,Mgt_C2SVPN to MGMTTemp,Traversal,
512,Mgt_S2SVPN,3389,3389,tcp,APPDATATemp,Group,Mgt_S2SVPN to APPDATATemp,Traversal,
513,Mgt_S2SVPN,3389,3389,tcp,DMZTemp,Group,Mgt_S2SVPN to DMZTemp,Traversal,
514,Mgt_S2SVPN,3389,3389,tcp,MGMTTemp,Group,Mgt_S2SVPN to MGMTTemp,Traversal,
515,Mgt_S2SVPN,3389,3389,udp,APPDATATemp,Group,Mgt_S2SVPN to APPDATATemp,Traversal,
516,Mgt_S2SVPN,3389,3389,udp,DMZTemp,Group,Mgt_S2SVPN to DMZTemp,Traversal,
517,Mgt_S2SVPN,3389,3389,udp,MGMTTemp,Group,Mgt_S2SVPN to MGMTTemp,Traversal,
518,Mgt_C2SVPN,5985,5986,tcp,APPDATATemp,Group,Mgt_C2SVPN to APPDATATemp,Traversal,
519,Mgt_C2SVPN,5985,5986,tcp,DMZTemp,Group,Mgt_C2SVPN to DMZTemp,Traversal,
520,Mgt_C2SVPN,5985,5986,tcp,MGMTTemp,Group,Mgt_C2SVPN to MGMTTemp,Traversal,
521,Mgt_S2SVPN,5985,5986,tcp,APPDATATemp,Group,Mgt_S2SVPN to APPDATATemp,Traversal,
522,Mgt_S2SVPN,5985,5986,tcp,DMZTemp,Group,Mgt_S2SVPN to DMZTemp,Traversal,
